@relation play_store_comments
@attribute class {mauvais, neutre, bien}
@attribute text String
@data
bien, 'Super Commentaire Super maintenir belle silhouette Á faire avez genoux fragiles '
bien, 'Commentaire application est super musique serait motiver '
bien, 'Commentaire appli peut faire exercice maison importe recommande a monde exercices sont varié '
bien, 'Top Juste génial semaine vois changements corps recommande hésiter Forme etre '
bien, 'Commentaire top conçu permet garder forme MERCI '
bien, 'cool cool cool cool Commentaire est fait KARATE ai besoin conseille perdre pois gagner muscle est géniale '
bien, 'Commentaire avais teste est meilleur '
bien, 'Merveilleux Commentaire aplie est superbe l adore heure demie sport jours c juste super telecharer faite c Bisous oubliez passer chaîne youtube '
bien, 'Parfaite est superbe maintenir forme conseille a monde '
bien, 'Excellent l ai installe mit application juste parfaits redonne l envie sport '
bien, 'Super vidéos exercices sont super fait travailler vidéos marchent fois Si pouviez corriger erreur svp Merci '
bien, 'Commentaire dommage sois anglais impeccables '
bien, 'tester ont peur parceque ^^ c est dur abdos '
bien, 'Bonne app Commentaire bon exercices garder trés bonne forme '
bien, 'Commentaire sait marche peux maider svp ya asser frarer molo mdr '
bien, 'Génial Merci application complète sent muscles travailler recommande '
bien, 'Commentaire ai trouvé application parfaite exercer seule maison recommande personnes ayant envie aller dépenser argent salle '
bien, 'Commentaire regroupe plupart exercices explique tres '
bien, 'Super Commentaire dire est bien&lt -D -D '
bien, 'Parfait Commentaire marche G sui passer ventre gras ventre plat dur kiff '
bien, 'Commentaire bonne apli grace a ai retrouver corp musclé '
bien, 'Génial appli exercices correct motive '
bien, 'Commentaire est aide perdre poids conseille application '
bien, 'Super Commentaire aime application a variétés entraînement sont efficacité '
bien, 'Commentaire Parfait tenir forme portée '
bien, 'Super appli Commentaire Super application permet affiner ennuyer manière simple '
bien, 'Commentaire aime application facile a utiliser '
bien, 'suis peux fatigué c grave c bon santé '
bien, 'Top top Commentaire Top exercices répétitif Tres conseiller '
neutre, 'Pratique Appli exercices sont variés est cool pouvoir choisir durée entraînements seul petit truc est sont vraies vidéos sortes GIF coup démotive petit '
bien, 'Commentaire application es génial vient faire kelke exo transpire mettez musique pleaseeeeee est ampli es supeeeeeeeeeeeeeeeeererrrrrrrrrrrr '
bien, 'Contente est tres interessant regrette avoir. '
bien, 'Parfait temps fait moment terrible sport adore application -D '
bien, 'Ultra efficace sautais corde 40min transpirais autan minutes séances complètes application adore ^^ '
bien, 'correct Manque qq fonctions sauvegare itinéraires prometteuse Bcp villes monde '
bien, 'Bonjours remercie avoir répondu suis content application bonne équipe remercie l équipe autorise faire '
bien, 'suis perdue Commentaire Archi pratique utile manque précision vis piétons '
bien, 'utile marche '
bien, 'Xool Cool '
bien, 'Excellente appli bonne ergonomie facilité utilisation Commentaire bonne appli bonne ergonomie personalisation vitesse déplacement pied pourrait donner calculs proches réalité compte réactivité dévs Merci '
bien, 'bonne application Commentaire Merci équipe '
bien, 'Commentaire aime '
neutre, 'faut maitre cartes jour tram fait fait Poteries ras '
bien, 'indispensable transport commun est top '
bien, 'Déplasman Pou pran lo kar pi bézwin alé sou kyods pran lo kar pi bézwin alé sou kyods portab astér '
bien, 'Commentaire devs application existe serai perdu '
bien, 'Commentaire res bonn apli super '
bien, 'Commentaire l est super aide '
bien, 'Super Commentaire Application top utile '
bien, 'Super sers temps a bel sauvegarde itinéraires '
bien, 'cool '
bien, 'Commentaire erci produit '
bien, 'Merci est pratique '
bien, 'Super cool Commentaire Merci '
bien, 'Commentaire plicación muy comoda '
bien, 'Commentaire uper cool '
bien, 'Super application aide options intégrer sera parfait '
bien, 'Commentaire ien '
mauvais, 'Commentaire ros problèmes localisation '
bien, 'Commentaire arfait '
bien, 'Commentaire xcellente app '
bien, 'Commentaire e top '
bien, 'Fan adore '
bien, 'adore '
bien, 'Commentaire op '
bien, 'Commentaire '
bien, 'Commentaire est bus nuit '
bien, 'Super appli Commentaire villes est génial précise intelligente a mesure utilise '
bien, 'Commentaire pplication géniale dehors horaires vacances sont exactes perturbations lignes bus '
bien, 'Facile utiliser Dommage orly ouest propose val est rapide '
mauvais, 'Commentaire est dommage lappli était super ai effacer a temps soucis mémoire reprend est horaires sont bon tout a arrêt bus es inscrit 4min lappli !*$/ c dommage aimais déçu '
bien, 'Impeccable Commentaire Propose trajets bus horaires arrêt '
bien, 'Commentaire est super faut continuer faire efforts modernisation bien être citoyens '
bien, 'application est fluide bien designée contre trajets sont pris compte recherches trajets horaires lignes sont trajets gare gare '
mauvais, 'maj Déçu Impossible envoyer photos tweets régler svp '
bien, 'Efficace stable Application utile stable fait demande intéressante tenir courant actualité '
bien, 'perfection good app waiting for a true for with a little blue circle to tweet for example '
bien, 'concepte est Commentaire est facebook version precis ordonner facebook c est desordre conseille reseaux social '
bien, 'adore Commentaire part notifications affichent maj '
bien, 'aime bcp Commentaire adore tweeter vais c lent mobile peut aller problème '
bien, 'Parfait Commentaire beug application est parfaite '
neutre, 'pti vois tweets tel suis ipod vois '
bien, 'Commentaire as tout '
bien, 'Commentaire witter est connecter monde ouvert partager aime autres est simple pratique fonctionnelle '
bien, 'Génial aime liker choses débiles Commentaire Cool peut partager commentaire veut plait c est voir avis autres '
mauvais, 'AI a buger fallait refasses compte autre impartient arrive effacer autre avais follo ai ai nada est '
mauvais, 'Bon salut commencer veuillez corriger bémole reçois notifications svp aidez veux tranchez anus Merci '
bien, 'Commentaire ncore bug niveau son consultation fiche d '
bien, 'aime Commentaire part débuts voyais intérêt a Twitter J\' suis a fond ? '
neutre, '
bien, 'bien légers bugs Commentaire Fonctionne a légers bugs occasionnels( saisi Tweets lente exemple est dommage ai limite affichage Tweets TL utilise '
mauvais, 'Impossible publié mise a jours impossible publié texte photos nexus '
neutre, 'Accès Blocage accès a connection plume premiun for twitter '
mauvais, 'Mise jour impossible fichier package est incorrecte téléphone essayé fois vain '
bien, 'Superbe nouvelle mise jour bug fonctionne recommande '
neutre, 'one Impossible changer photo profil Twitter one met notification jour profil barre notifications impossible enlever Obligé redémarrer téléphone fois fait même chose changer nom description concerne modification profil revoir '
neutre, 'évolue Commentaire chargements sont longs actualise peut voir tweets personne problème actualisation mettent jour va tweets a photos apparaissent Impossible faire recherche filtrée affiche '
bien, 'Commentaire e reçois notifications impossible changer photo profil header faite qlq chose svp '
bien, 'Commentaire ug faut reactualiser file accueil mode portrait doigt peut descendre bas( galaxy trend lite '
bien, 'Excellente application Commentaire marche problème majeur '
bien, 'Commentaire ien '
neutre, 'Commentaire est app aime avoir trends worldwide ai beau changer worldwide ai tjrs trends français merde genre anges one direction sont beau saoule Faut changent '
neutre, 'Parfait ai voulu testé twitter voir différence facebook suis accro vais Twitter est meilleur '
bien, 'Progressif est adictif fil temps avis peut être trompeur '
bien, 'Rien redire Beugue corriger rapport vidéo mtn rien dire '
mauvais, 'Dernière mise a jour a revoir reçois notification '
mauvais, 'okk Rien nouveau mises a jour changement iOs interface a changée '
neutre, 'Problème affichage Commentaire voit tweets même va tweets MaJ svp '
bien, 'adore Commentaire trouve application est superbe '
mauvais, 'Autorisations requises nombreuses inutiles avez besoin lire SMS '
mauvais, 'notifications(encore Dernière maj sauf gros beug vois notification mini espère beug gênant sera corrigé '
mauvais, 'Avocate ai Détesté Avocate Demande ÉTAT FRANÇAIS TWITTER Sites Ou #DAECH Ainsi Qu\' ENSEMBLE Ou '
bien, 'Super flemards Commentaire a fleme allumer ordi twitter peut faire '
neutre, 'Commentaire est nul est mises a jours tweets font faut faire '
bien, 'Excellent peux savoir est plein lune curieu(se conseil sérieux loup garou aide '
bien, 'pratique ludique simple utiliser voir coup oeil phases autres zodiaque nouvelle lune idéal jardinage thème astro apprécie présentation étoiles concepteur '
neutre, 'Commentaire est utilité manque application lire '
bien, 'Super simpa Commentaire Pub peut gênante invasives Merci formidable application '
bien, 'Bonne appli Commentaire fait demande peut choisir jour hémisphère '
bien, 'Super pratique Commentaire serait plantations marées balades photos. rêver tourne a milliers merci '
bien, 't appli Commentaire aime faire photos pleine lune trouvera compte '
bien, 'Superbe application Commentaire Belle application permet connaître dates pleines lunes '
bien, 'Merveilleux adore application est fascinant voir lune '
bien, 'Commentaire Pratique trés simple utilisation posseder applis astro aime '
bien, 'O poil apli Commentaire simple précise demande peuple '
bien, 'Commentaire aime aimerais avoir application précise faire pointes cheveux poussent alimentation produit soins est bonne lune Merci '
bien, 'Merci permet suivre comportements humains Commentaire Super pouvoir prévenir '
bien, 'Pratique Jolie appli avoir coude calendrier lunaire interactif peut mettre fond écran pratique '
bien, 'Génial bonne apli précise recommande '
bien, 'Excellente application Commentaire application est réalisée Sobre esthétique fois adore possibilités visualisation mode rotation concepteurs '
bien, 'seul reproche Commentaire a position relative lune rapport position téléphone '
bien, 'est application génial éclipses sont détaillés '
bien, 'Excellent bonne appli fais demande merci téléchargé '
bien, 'Bonjour Excellente application Utile jardinage passages coiffeur '
bien, 'Commentaire Tres bonne appli peut etre maj fond ecran '
bien, 'belle application Commentaire Belle utile appli apprécie avoir affichage mois petit widget pouvait ajouter jours pleine nouvelle lune agenda smartphone serait top Merci application '
bien, 'bean Commentaire Super pratique juste. recommander monde intéressant '
bien, 'Dommage Commentaire Bonne application regret phase lune montante descendante '
bien, 'a fait remarquable Commentaire détails sont pris compte '
neutre, 'faire Commentaire est expliqué '
bien, 'Magnifique Commentaire Fonctionne graphisme remarquable '
bien, 'Facile précis Merci bonnes applications gratuites '
bien, 'A conseiller Excellentissime utilisation aisée graphisme extraordinaire '
bien, 'Super savoir est pleine lune Commentaire Super savoir est pleine lune '
bien, 'Samsung s4 Commentaire Géniale détaillé précis a redire '
bien, 'Excellent Commentaire Application simple claire '
bien, 'Commentaire remercie application magnifique '
bien, 'Commentaire Super app faisant defiler photos comprend est libration mouvement balancier tres fait étoiles '
bien, 'Formidable Merci a bon courage '
neutre, 'Belle appli lourde Dommage trouve autres anglais 2mo pèse 28mo '
bien, 'Commentaire Top savoir lune est pleine montante descendante vrai calendrier phases '
bien, 'Super Moi fais observations lunaire quar lune a pleine lune ai trouver applis est super pratique '
bien, 'wawissime magique application demande prends tête savants '
bien, 'Conseil pratique nécessaire utile avoir idée nette précise fêtes religieuses '
mauvais, 'Décevant perdez clients Commentaire mise jour fallait relancer application fois connecte est impossible accéder message apparaît désolé application indisponible Essayer Inadmissible Samsung '
neutre, 'mode paysage êtes traîne comparé concurrents '
mauvais, 'Mise jour defaillante Commentaire Impossible lancer application mise jour '
bien, 'Commentaire site est application fonctionne top '
mauvais, 'Bug fois application ouvre fois même mise jour ventes sont pire pire '
bien, 'Merci mise jour Commentaire application fonctionne mise jour Merci '
mauvais, 'fonctionne Commentaire lance veut faire '
neutre, 'Version tablette Commentaire A version tablette digne ipad '
mauvais, 'Commentaire Pareil commentaire précédent peux accéder Galaxy '
neutre, 'Commentaire trouve photos sont petites empêche voir détails '
mauvais, 'Long a charger EDIT problème est réglé chargement bloque démarrage '
mauvais, 'Bugs Images petites fermeture veux accéder alertes. renouveller '
bien, 'beug Commentaire simpa ai beug a ouverture nexus suis obligé ouvrir fois suite '
neutre, 'Facile utilisation Commentaire Simple utilisation '
neutre, 'Commentaire mode paysage '
bien, 'Commentaire Marche '
mauvais, 'Commentaire marche '
neutre, 'Commentaire Juste qu '
neutre, 'Commentaire droits demandés '
neutre, 'Commentaire Efficace prix veillot terme application '
mauvais, 'Commentaire ouvre '
neutre, 'Bonne appli Commentaire Manque mode paysage serait confortable tablette '
bien, 'Commentaire Lente buguée '
mauvais, 'Commentaire impossible ouvrir '
mauvais, 'Vente privée tout Commentaire Nouvelle autorisation demandée Trouver comptes périphérique c abusé n est bon appli qu finance achats produits porte préjudice point a vie privée vente privée devraient changer nom '
mauvais, 'copie a revoir bugée niveau login Commentaire rester version précédente version mail login enregistré apparait caractères erroné faut ressaisir utilisation mises jour problème est traité '
mauvais, 'Gros bugg Commentaire Plante permanence fait relancer fois fonctionne invasif droit application Va falloir réagir '
mauvais, 'indiscrete appli a besoin autorisation accès données vendre t-shirts vendre a autres indiscret '
mauvais, 'Bug avoir vie privée Commentaire faut redémarrer application fois pouvoir utiliser appli demande accès contacts photos vidéos appels géo-localisation comptes présent infos privée acheter divers articles '
mauvais, 'mise a jour impossible connecter autorisation utile type application désinstalle attendant nouvelle mise a jour '
mauvais, 'Commentaire arrive accéder menus peux acheter produits application demande revenir a problème '
bien, 'Bonne appli Commentaire appli plante faudra juste agrandir boutons bandeaux permettent afficher dates ouverture/fermeture est cool '
mauvais, 'Autorisations abusives Commentaire est application shopping est application recueil données personnelles autorisations Faut pousser même '
mauvais, 'pratique tout Commentaire Dommage application soit mode paysage tablette serait pratique '
neutre, 'accès a rubrique commandes Commentaire est fluide achats est impossible accéder autres ongles page commande reste blanche impossible avoir accès a suivi achat avancement commandes '
mauvais, 'Marche Commentaire faite mise jour impossible accéder installation '
mauvais, 'mise jour peux connecter l écran reste chargement n ai dc accès site galaxy '
bien, 'Commentaire efforts ont été fait application débuts catastrophique continuez lancée '
bien, 'Ventes privées Bon plans '
neutre, 'Plante démarrage Commentaire Bloque cesse page accueil démarrage '
mauvais, 'Help Commentaire appli est top habitude ai problème -\ sauvegarde photo ca e met occured while saving a photo to your storage check your intetnal/external storage ai cherché faire ai trouvé -\ peut aider svp '
mauvais, 'déteste ouvre application écran zarbi plante faut chiant chiant '
bien, 'Commentaire aime couleurs deviennent flou fait pareille iPhone. logo est complet serait avoir même retrica merci '
bien, 'kiffe??? adore est vs pouvez faire vidéos svp merci conseille pr personne veulent faire effets c est super '
bien, 'Bug Commentaire Seul problème peut utiliser zoom natif '
mauvais, 'Application été super prend photo pub dure seg nul a delecharger '
mauvais, 'Gros bug Commentaire peut servir l appli a fois appli ferme seule peut faire '
neutre, 'est Commentaire effets sont geniaux applis est ralenti peux activer camera face '
bien, 'pubs Commentaire qualité application est nickel part pubs auquelles est obliger attendre finissent interviennent longueur temps apres avoir pris photo est agaçant '
bien, 'Commentaire G enlevé étoile a bcp effet bloqué part bonne aplication beug '
neutre, 'bug Commentaire applis beug toujour suis obliger enlever remettre '
bien, 'Géniale Commentaire Super application '
bien, 'veut télécharger retrica tablette dit application est compatible appareils '
bien, 'P passe a regrette choix avait application connues peux avoir incontournable '
bien, 'Gros bug Commentaire fais bug enregistre photo énerve peux envoyer '
bien, 'adore Commentaire est bug peut partagé photos instagram snapchat '
bien, 'Commentaire fois beugue est photos '
mauvais, 'Mise a jour Commentaire Besoin mise a jour wiko wax prend photo veux regarder aperçois image est noire comprend ai beau ré-installer application fait pareil '
neutre, 'Commentaire Bonne appli beug sarrete a fois louvre marche qu bout fois mtn a pubs sec ^^ '
bien, 'Hyper sympa seul bémol est marque obligatoire appli colle photo '
neutre, 'Moyen ? Commentaire lague tourne caméra. est dommage ?? '
bien, 'Cool cool '
bien, 'Problème prend photo retrica poste facebook fait petit image ? quellequn peut aide svp ?merci '
neutre, 'bug est chiant pcq beug rien alr suis obligé enlever remettre '
bien, 'retrica perfect Commentaire aplication perfct a justebun petit defaut defoit miroir suffi desinstaler reinstaler effect magnifique '
bien, 'Superbe appli Commentaire application est super prends pleins selfies pleins effets bug ?? '
neutre, 'Commentaire peux savoir effet est Dommage pub bug fois '
neutre, 'Gros bug c Commentaire prend photos d coup arrête e peut prendre photos doit redémarrer appareil c long filtres sont biens '
bien, 'Commentaire pratique filtres a Seul problème peut retoucher photo '
mauvais, 'Commentaire '
bien, ''
bien, 'Samsung galaxy 1p Commentaire adore application peut mettre mode carré autre truc recommande telephone bueugue '
bien, 'Photos superbes Commentaire fait prendre magnifique photos utilise '
mauvais, 'Problème comprehension Commentaire comprends moitié menu classé est comprehensible '
mauvais, 'appli bug conseille '
mauvais, 'Déçus Commentaire est améliorer marcher Et dernières mises jour '
bien, 'Commentaire slt sais est répondre question essaye desinstallé réinstallé apply marche regarde as place carte memoire '
neutre, 'Mise jour Commentaire moment retrica bug prend photo temps charger faiRe autre est pareil '
neutre, 'Commentaire application est super beaux effet image stabilise appareil photo ordinaire application ralentit téléphone '
bien, 'Super application est super belles photos différents types effets ???? '
bien, 'Question carte Commentaire bonne application est possible ajouter carte l applications éviter trimballer temps ai essayé mettre références carte billet flash code donne résultat coche profil carte reduction jeune a fenêtre mettre infos carte merci '
bien, 'Pratique billet électronique Commentaire gros défaut l appli fonctionne accès Internet est embêtant billet électronique train passe zone réseau billet peut être affiché '
bien, 'parfait titre parle meme petites choses a revoir exemple impossible trouver train trajet bisard '
mauvais, 'Inutilisable bonne blague part sncf Impossible effectuer réservation départ gare apparaît liste choix proposés moyen ajouter Lamentable '
bien, 'Commentaire Juste probleme faudrait pouvoir telecharger m-billet a reseau train moment controle '
bien, 'Bonne application Commentaire Application complète Seul bémol prend compte abonnements fréquence portant trajet précis est dommage pouvoir modifier choix entrés préférences achat ponctuel voyage tout temps déplacement pro aimerais être 1ere instant suis obligé changer préférences temps résa '
bien, 'Géniale correspond attentes Merci attends juste billets électroniques disponibles trains '
bien, 'Commentaire ai probleme compte application fonctionne est rapide efficace clair net précis '
bien, 'Fonctionnelle Commentaire Appli fonctionnelle juste pointilleuse identification met majuscule lieu minuscule debut email reconnaît est site avoir billet ds tel carte fidelité '
mauvais, 'trajet disponible Commentaire Impossibilité voir trajets maj peux voir marchait '
bien, 'Pratique Tres bonne appli Petit souci pr avoir qr codes billets revanche s affichent '
bien, 'Commentaire pplication pratique garde informations bancaires cartes fidélité réductions éventuelles mémoire besoin remettre temps '
bien, 'pratique navigation trajets suivant précédent sélection voyage marche retour options voyage sélectionné est possible repart zéro ebillet est super '
bien, 'Attention e-billet Commentaire ai commandé payé billet application sagissait e-billet ai compris contrôle billet fallait entrer details billet savoir fallait retirer borne signifié façon claire '
bien, 'Trés Excellente application quotidien billets peuvent être payés amex fonction trajets a mêmes comportements logiciel '
mauvais, 'Accès nombreuses données confidentielles Commentaire Demande l accès nombreuses informations inutiles acheter billet intrusion injustifiée vie privée outil orienté collecte informations besoins client '
bien, 'pratique Convient trajets ai pu faire faut faire sorte appli garde permanence codes barres e-billets réseau train est indisponible est pénible contrôles '
neutre, 'bug Commentaire application indique mauvaise gare est désagréable rater train a cause ca '
bien, 'Pratique utilise semaines mise part grèves sont annoncé horaires trains sont exactes '
neutre, 'appli est bug Commentaire Suite dernière mise jour ue ai accès code barre billets '
mauvais, 'Bug profil accompagnant Enfant Commentaire Impossible valider fait sois accompagnant Enfant fait compagnons voyage fonctionne coup peux commander billet application tarif affiché est vu prends carte compte '
neutre, 'Pratique bug Commentaire présent réservais modifiais supprimais voyage mise jour impossible importer voyages application devenue inutile '
bien, 'Commentaire Appli fonctionne permet faire site étoile achète billet ai trouvé mettre carte voyageur '
bien, 'Application pratique billet réservé Pas erreur souci technique '
bien, 'Rien redire seul billet acheté moment est passé Seul petit regret possibilité dématérialiser coupon fréquence '
bien, 'Super application Commentaire application est vrai must voyages synchronisent Outlook simplicité posséder '
neutre, 'A améliorer est dommage seules commandes enregistrées application soient ont été prises application correspondant même compte même numéro carte voyageur même nom '
bien, 'Commentaire Rien particulier redire est serait pouvoir charger billets TER carte '
mauvais, 'Mauvaise surprise demande 1ere classe dit OK prends retour aller transforme '
mauvais, 'point Commentaire billets achetés site sont synchronisés application carte voyageur est prise compte comprends fonctionnalités direct sont présents application Gros manque ergonomie '
bien, 'virtuelle bonne application s serait nécessaire pouvoir payer carte bancaire virtuelle carte proposée banques meilleure sécurité internet '
bien, 'Commentaire n améliorer pouvoir commander billets proches compte acheter billets est possible '
bien, 'Simplicité efficacité Commentaire réservation achat billet est top gagne temps besoin ressaisir mêmes informations Répond attends service '
neutre, 'Amélioration vue application améliore manque voyages pre-enregistrés sont visualisables &gt mise jour requise pouvoir être même niveau application web changez numéro version publiez mise jour est mise jour semaine dernière '
bien, 'Commentaire Vu présentation Retrouvez itinéraire complet de. Mettez DECOUVREZ itinéraire complet de. RETROUVEZ serait mot mode mot glisse ptitapti sens pr ont su itinéraire peuvent RETROUVER Pub vacances lit Retrouvez plage a mis pieds plage Fallait mettre DECOUVREZ plage nb utiliser tech psy médias '
bien, 'finition. Commentaire pratique fausse note frais annexes a borne euros bonus guichet signalé Transit paris nord paris est bibi signalé 12€ sortir arrache prix billet élevé '
bien, 'Suggestion serait pouvoir utiliser matin soir façon quotidienne avoir refus paiement transaction Merci évolution venir '
neutre, 'A valider Juste installé bombardé pop ups noter Si trains allaient même vitesse sais est petit '
bien, 'Appli parfaite suis grand défenseur fournissent appli rapide efficace mn échanger billet train impression billet faire Merci appli '
mauvais, 'Desagrement pratique lorsqu fournit bons horaires depart trouve veille train a 10h26 lendemain matin re verifie l horraire surprise train 10h26 s est transforme 11h26 coup arrive boulot min retard Merci sncf '
bien, 'HTC one m8 Commentaire manefique '
bien, 'Acheter vendre Bonne appli bonne idée moteur recherche doit prendre espagnol corriger svp '
mauvais, 'Commentaire choisis catégorie aimerais seul produits catégorie apparaissent choisi électronique vois maquillage moment c top top '
neutre, 'Bonne appli application est bonne ensemble recherche fonctionne '
bien, 'Genial Commentaire Excellent concept faire tri gagner argent '
bien, 'intéressant Application a potentiel face bon coin"mais mets 4?pour vs encourager vs faire connaître idée rajouté rubrique service a personne a proximité emplois voir conditions utilisation politique confidentialité sont anglais '
bien, 'Commentaire vend ps3 slim jeux manette intéresse '
mauvais, 'Commentaire Nul nul nul personnes répond envoyer messages annonce m intéreser '
mauvais, 'Bug moment publier article bug moment veux publier article j ai mis voila '
mauvais, 'Commentaire publie '
bien, 'Cool fonctionne '
mauvais, 'Commentaire Ca arrete temps essaye charger ventes a '
neutre, 'Commentaire A voir temps '
neutre, 'Tres annonces '
bien, 'Commentaire A faire connaître '
neutre, 'Commentaire Impossible mettre annonce '
bien, 'Commentaire '
bien, 'Commentaire '
mauvais, 'Super applis Dommage soit impossible repondre a qq intéressé produits vend instant fait 90€ '
bien, 'Chouette application intuitive simple pratique espère saurez garder qualités fil mis a jour '
bien, 'Commentaire Tres intéressant a prix resonable '
bien, 'Commentaire adore '
bien, 'Commentaire '
mauvais, 'Insupportable Commentaire n aime tout a nouvelles choses personne répond est visibilité articles c est revoir finir a notifications sont impossible lire recommande tout '
mauvais, 'Publier annonce Commentaire vois a pratique ai essayé fois publier meuble veux vendre fonctionne ai idée annonce est publiée ai pû valider fonction existe appuie touche publier passe faut avoir fait math sup est astuce '
neutre, 'Commentaire Bonne application petits détails améliorer acheteur peut chatter vendeur manque onglet chat vendeur puisse revenir conversations '
bien, 'est application pratique peut vendre qu n utilise acheter choses intéressantes prix rikiki '
mauvais, 'top Commentaire Localisation revoir vendeurs trouvent océan offres trouvées aide fonction recherche retourne '
bien, 'Impossible supprimer Bonjour application est magnifique aimerais supprimer compte ai arrive merci repondre message '
bien, 'Super Commentaire Super membres actifs maintenance bloque '
bien, 'Commentaire Appli génial prix sont intéressants peut vendre veut comprends arrive avoir catégories filtre lorsue fais recherche enlève possibilité chercher produits ville '
neutre, 'Simple bizarre Application simple intéressante moment consultant annonces rubrique nouveau quartier tombe annonces citées 250km quartiers sont grands coup appli basée proximité perte intérêt Leboncoin '
bien, 'a app c est 2eme fois qu met l annonce '
mauvais, 'Commentaire Nul '
bien, 'Commentaire Génial plateforme gratuite Simple utiliser Mérite téléchargements '
bien, 'Commentaire est magnifique adore '
neutre, 'A revoir Idée génial résultat recherches est nul catégorie électronique retrouve culottes soutiens gorges mdr revoir '
neutre, 'Commentaire Bonne idée fait bug tape recherche vélo tombe robes mariée '
bien, 'juste problème Commentaire met endroit habite faire dit veuillez introduire localisation -/ aider '
bien, 'Commentaire voudrait mettre géolocalisation seine est marne île bon concept moyen prévenir vendu ???? '
bien, 'Pub dérangeante comparé a peut dire gens seul bémol manque chaines a appel '
mauvais, 'pub a ouverture a fermeture Commentaire Cerise pourrie gâteau bandeaux pub empêchent lire infos chaines infos titres films fuir attendant séparent écran pub '
neutre, 'Moyenne faudrait regler Commentaire Connections lentes difficile s interruptions chaînes importantes sont éléménées. dommage '
neutre, 'Commentaire chaînes fonctionne adore mise jour fonctionne seul problème est y\'a publ '
bien, 'Excellent beug suis conquis fait moment cherchais appli genre '
bien, 'seul beugue j ai l impression a marche est grave fait qualité top nul a part c est juste trooop '
bien, 'Parfait bonne appli pubs bas écran dérange commentaire disant pubs applique zap pub apparaissant fois change chaine a rien '
neutre, 'Commentaire chaines marchent pubs sont enervant meme regarde chaîne voit ecran '
bien, 'adore Commentaire y\'a pub adore chaînes veux voir fonctionnent Suis anges ^_^ '
bien, 'est génial merci a pouvez regarder chaînes sportifs bein sport autres '
bien, 'Super aime a beug faut être tente dur bouger marche faut bouger '
bien, 'meilleur app chaînes Française chaînes suisses déconnes autres manque rts pourquoi '
bien, 'aime mort application meilleur ai connus good a '
bien, 'Chromecast support Commentaire serait ajouter support Chromecast app serait ajouter version payante pub Merci app '
neutre, 'Commentaire Bonne application ensemble pubs sont gênante Ajouter '
bien, 'Excellent est application marche smartphone note chaines marchent '
neutre, 'pourrait faire Commentaire est a chaînes télé dire a pub interrompre télévision est gênant continue vais désinstaller application est énervant '
bien, 'Application géniale Commentaire ai essayé nuit dernière fonctionné y\'a pub est chaînes marchaient super merci '
bien, '!une appli tv fonctionnelle Commentaire barre pub bas écran est imposante titre masqué version payante Pub achète '
bien, 'Bosschaert james Commentaire Superbe app sais regarder télé merci est super '
neutre, 'Commentaire barre pub énerve est grande faut ajouter chaîne '
bien, 'Commentaire est génial continuez enlevez pubs est gênant regarder vidéo '
bien, 'conseille Commentaire ai tester instant marche decalage son image est faible etoiles '
bien, 'Bonne application Bonne application fonctionne one touch a pub bas écran '
bien, 'Nombre étoiles parle Commentaire Superbe appli rien dire grand merci '
mauvais, 'A retravailler Commentaire Gros manque fluidité bandeau pub est présent donne envie desinstaller '
neutre, 'PUB Commentaire Faites version payante pub chaines fonctionnent '
neutre, 'Commentaire manque certaines meme probleme autres barre pub enlevez '
bien, 'Ravi petits soucis connections serveurs '
bien, 'Commentaire bon comportement l Petit bémol pub omniprésente '
neutre, 'Nul Commentaire a chaine l. veux j. ai chercher chaine l. avait '
bien, 'Géniale télé est grillée ai découvert superbe application suis super content merci '
bien, 'ai adore apli chaine fonctionne a petit decalage conseille '
mauvais, 'deteste g perdu 5min precieuses vie telechrgant pourriture deconseille '
bien, 'Super tel regatder télé même chargement connexion serveur est long '
neutre, 'Chaine fonctionel applications est parfaites bon son bonne images ai téléchargé est avoir chaines est ab1 marche '
bien, 'aime application Commentaire chaînes marche reste c '
bien, 'JUSTE Commentaire juste géniale application grand grand merci super app meilleure catégorie sont sceptiques crainte fonctionne bel fonction chaines avez télé voyage lieu OK sortez tablettes '
mauvais, 'déconseiller a telecharger idée est venu tête développeurs mette pubs plein streaming S\' a eu possibilité donner étoiles aurais fais '
bien, 'bon travail Commentaire suis ravi évolution application Merci chapeau concepteurs '
neutre, 'p alé Commentaire Cool cool '
bien, 'cool cool cool tmaar '
bien, 'Cool Cool cool '
bien, 'Cool cool '
bien, 'Cool Cool '
bien, 'Cool Cool '
bien, 'Commentaire Cool cool adore '
bien, 'Cool Cool '
bien, 'Cool Cool '
bien, 'Commentaire cool cool '
neutre, 'Cool Cool '
neutre, 'cool cool cool '
bien, 'Commentaire cool cool '
bien, 'Commentaire Cool '
bien, 'Super aplli Commentaire Super aplli peut textoter gens nimporte kelle pays textoter copines c est super coll '
bien, 'cool cool '
bien, 'Cool Cool '
bien, 'vsla conseil Commentaire c chian jo rai kiffer lavoir passke pendan1 tps ms nn ms el simpatoche lapli '
bien, 'Commentaire Cool coool '
bien, 'Cool '
bien, 'Commentaire Cool cool '
bien, ''
bien, 'Top Cool cool cool '
neutre, 'Commentaire Cool cool '
bien, 'Top Cool cool '
